,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
438,8.231292,0.6521731,0.3760127,2.0943792,0.116921745,24.18975,66.555,0.9985732,3.359975,0.6539594,11.499682,4.9119587,660.5497
439,6.7441387,0.35335067,0.45479792,3.7449944,0.10842215,21.889568,14.082502,0.99825144,3.4546003,0.5517324,9.43573,6.3743634,1127.527
440,6.597765,0.47306767,0.41033956,3.6972456,0.061483916,25.739357,37.755795,0.99842566,3.27587,0.71647817,9.53382,4.968962,1264.013
441,6.5735984,0.3605257,0.38523817,3.7697437,0.12864378,21.893013,15.6788845,0.99859136,3.4349313,0.5245519,9.394082,6.457225,1279.621
442,6.7891808,0.3950867,0.43595183,2.0060618,0.11331829,16.064962,42.754883,0.9951614,3.2302113,0.5216121,11.331238,5.0000825,820.70496
443,7.1919556,0.44366163,0.4584122,1.5951352,0.06612788,25.590237,14.061056,0.9959268,3.2461603,0.49271327,9.924458,5.2423244,1196.6245
444,7.011063,0.5632623,0.45709655,2.1010344,0.07411314,24.524181,20.734251,0.9960803,3.3006325,0.49950266,10.052933,5.244388,1004.8823
445,9.073413,0.5402531,0.41237712,1.3603877,0.085062504,13.942937,57.12937,0.9955727,3.4345453,0.70759207,11.266667,5.0531683,856.33636
446,9.521165,0.6071099,0.15579946,1.2731723,0.11159418,25.872019,77.454346,0.9955275,3.4352396,0.7437569,11.493339,4.841561,486.5095
447,6.7193713,0.36242402,0.4538792,3.669114,0.087951854,5.98475,14.043316,0.9985937,3.4548974,0.5038878,9.426845,6.3546996,1279.4408
448,9.786393,0.49508098,0.45173985,1.5559465,0.06604475,16.747702,77.15361,0.9952763,3.3321693,0.7836156,11.453175,4.8381853,1194.5778
449,7.1187096,0.36763978,0.44243103,1.8894101,0.12257813,14.485603,14.297596,0.99493307,3.1754558,0.5114552,11.509167,5.35138,997.7366
450,6.5983586,0.62238914,0.45921314,3.7255967,0.052102543,19.876123,14.183523,0.9956159,3.1702826,0.4945523,11.316822,5.7255454,1163.0018
451,7.0109534,0.67347336,0.1427621,1.404215,0.13274291,25.914257,69.69857,0.9953953,3.1668088,0.6187754,11.4235115,5.084927,668.7893
452,6.6189466,0.59416175,0.268515,3.800521,0.10397984,23.67841,36.664703,0.99851465,3.4387221,0.632641,9.378266,6.24659,1253.0367
453,6.5672956,0.38695818,0.4599041,2.5670805,0.12703288,19.545006,13.936546,0.9978647,3.3685107,0.5037897,10.440711,6.398164,1193.5458
454,6.60888,0.36150792,0.39181444,2.6706765,0.12939653,9.302815,29.632315,0.9973093,3.410844,0.67748886,10.615821,5.8226314,863.1942
455,9.144527,0.6268838,0.08712523,1.2881835,0.052727323,8.900774,74.57024,0.9962639,3.2391028,0.7596164,11.294102,5.245271,1247.6333
456,6.9438148,0.47752208,0.4284773,3.7981472,0.08904706,24.898321,55.385838,0.99836457,3.4127932,0.5531684,11.054043,5.5223765,1264.8466
457,7.636226,0.49850714,0.45885813,3.7674897,0.07516201,24.945107,13.953751,0.9982855,3.1779318,0.49650544,11.428662,5.047873,1266.0778
458,8.222902,0.70429444,0.21354307,3.453792,0.096439354,25.804474,20.774727,0.9970299,3.2321906,0.6192224,9.8654,4.8852367,1221.9631
459,8.378922,0.40750888,0.45494878,3.2081509,0.11573697,8.488621,19.284327,0.9979874,3.4625263,0.61334836,10.728977,4.9723024,1255.4095
460,8.287972,0.6894856,0.368707,3.64324,0.05192442,25.401058,70.29878,0.9950412,3.1824484,0.7859708,11.137032,4.8448086,504.4153
461,9.571209,0.6997183,0.09489195,1.2476901,0.12481876,23.090096,77.41864,0.9948577,3.3813322,0.73877114,11.510803,4.8385634,592.33997
462,6.7924576,0.53440696,0.37326285,3.8224742,0.1283361,20.758482,75.58676,0.9985923,3.464826,0.78122896,9.448575,6.22111,1023.9703
463,6.5913734,0.36085388,0.46025676,3.072376,0.055946734,5.7950287,14.092606,0.9985087,3.4492528,0.53476727,9.383868,6.287945,1279.1317
464,6.571381,0.47227716,0.40112752,3.8144388,0.12236307,5.8505487,17.747671,0.99835247,3.453723,0.71017545,9.366422,5.84057,1080.3086
465,7.2267237,0.36465743,0.43781346,1.2997872,0.13003972,22.696934,51.699165,0.99550724,3.3600264,0.5440356,11.449401,5.80581,1203.4329
466,9.078558,0.57376647,0.45942584,2.89337,0.11130128,12.3338175,14.067438,0.99481446,3.1618288,0.49047664,11.51142,4.97271,882.74457
467,6.760354,0.6280493,0.093588635,1.3415236,0.09561406,23.969679,57.694828,0.9949566,3.162571,0.72453946,11.287092,4.845089,1107.2067
468,9.877265,0.6343311,0.0875278,1.2509004,0.1333806,16.89953,76.77712,0.9947922,3.3668427,0.7959389,11.458041,4.914199,812.0413
469,8.356135,0.62100047,0.22929996,1.2928666,0.12405634,8.727718,73.36325,0.9950686,3.3407671,0.7501594,11.052635,4.92601,426.51837
470,8.284741,0.6561659,0.28576323,3.5841482,0.054287292,22.692476,76.629486,0.9985551,3.456464,0.75282615,9.498651,5.139983,1207.3322
471,7.0030117,0.4592592,0.12286648,1.5087858,0.1262608,22.131084,77.71355,0.99794114,3.4620051,0.81857467,9.846743,4.9447703,1123.4274
472,9.899229,0.7068945,0.45807776,3.1985078,0.059915937,7.17785,55.577404,0.99786913,3.4591517,0.504815,10.734037,4.838027,1220.5441
473,6.9855075,0.5789296,0.3900971,3.6632314,0.12812814,8.2554455,15.433634,0.9952178,3.406055,0.52995014,10.605822,6.0218077,708.58386
474,6.5651383,0.3522294,0.46061757,3.6132298,0.05741763,17.210066,14.027702,0.9985683,3.4666076,0.54978585,9.372237,6.398167,1264.6011
475,6.6372323,0.39069942,0.455889,2.754106,0.13068643,23.512003,17.389736,0.9953985,3.271129,0.5143494,11.174856,5.8420057,917.5826
476,7.6416564,0.55213636,0.3877727,1.2901212,0.08646277,25.671892,17.5806,0.99477863,3.1625707,0.56530666,11.09383,4.8997197,359.19095
477,8.510834,0.48045725,0.42694274,1.4285072,0.11299601,25.07038,40.458546,0.9947924,3.2331514,0.7619329,11.282272,4.860949,502.402
478,8.402784,0.69098556,0.44314235,2.7727847,0.08050819,22.870327,19.755732,0.9948358,3.1707253,0.6222958,11.494729,4.923553,388.73648
479,8.990182,0.6145959,0.32460898,3.3788965,0.03978607,21.004148,71.89129,0.99859464,3.4670007,0.8065182,9.458407,5.4302545,1200.5819
480,7.1038857,0.7041976,0.36220756,1.6763896,0.042540606,10.028109,75.956825,0.99602914,3.2606063,0.78557897,10.045782,4.8381996,1060.6605
481,6.706914,0.42110807,0.27114177,1.4362346,0.13040066,25.60493,27.05822,0.9950136,3.2381523,0.782884,11.386961,4.917366,924.2613
482,7.034893,0.4117355,0.45246387,3.6973035,0.06551069,24.641905,25.43866,0.9985894,3.461651,0.606712,9.394099,5.498339,1188.1263
483,6.5803514,0.40486193,0.45801908,3.6818185,0.07551503,20.244917,17.45322,0.9982435,3.4554427,0.592508,9.367622,5.802295,1212.4414
484,6.9731693,0.36855897,0.4397021,3.7166204,0.07090073,7.0266285,15.234327,0.9981345,3.462511,0.645177,9.4751425,6.43817,989.8592
485,6.719009,0.46162054,0.460219,1.2863336,0.118414626,16.08206,14.413404,0.99479246,3.399517,0.49290925,11.395829,5.0647087,1164.7802
486,6.639227,0.35546896,0.45654273,2.7233682,0.12404383,25.817932,16.520132,0.9970848,3.445742,0.54454845,10.122376,5.542819,474.96997
487,6.8115616,0.67409843,0.26612738,3.4087696,0.102514006,23.2136,67.10089,0.9976029,3.2695806,0.67485183,10.615004,5.037672,1034.0453
488,6.649168,0.35773146,0.45900577,3.6853857,0.088797264,21.79772,14.009678,0.9978367,3.4457786,0.5547482,10.087859,5.9224467,616.4903
489,6.9251227,0.37171242,0.07659839,3.664563,0.120079845,25.552696,75.0517,0.9983947,3.3535893,0.80128986,9.61571,5.2782245,632.21326
490,6.682165,0.5401853,0.22276683,2.0636582,0.0677782,6.2772923,17.319923,0.9985944,3.4579613,0.71274936,9.366119,6.1132174,1260.991
491,7.710526,0.6797154,0.43334982,1.5684019,0.07844468,23.744879,18.924675,0.99740815,3.1651165,0.5309568,11.021832,5.5607915,1108.7769
492,6.9874654,0.35350677,0.45997515,3.3519268,0.11731285,12.973458,14.004675,0.9985376,3.463893,0.4923966,10.399414,6.4731207,1209.9603
493,6.632403,0.3551833,0.4580845,3.8053956,0.085369796,5.531494,14.416498,0.99858654,3.467004,0.51392907,9.400384,6.45987,1257.537
494,9.898486,0.66666394,0.39106175,1.9237309,0.041094176,23.950174,75.642624,0.998134,3.3619137,0.74603075,11.467298,4.8441534,421.6688
495,8.078237,0.70160496,0.13974759,1.2455634,0.10290197,22.35258,77.6985,0.9970046,3.4082296,0.81443876,11.3785,4.8629017,1134.837
496,9.639156,0.39483568,0.4383347,1.335663,0.13180088,14.963805,67.969734,0.99531645,3.465256,0.66610163,11.297423,5.375655,826.5778
497,6.954649,0.5075001,0.4447738,3.1309066,0.12925899,24.925438,26.323261,0.99846333,3.462327,0.7620042,10.623032,5.132629,1113.3624
498,6.5860715,0.42860082,0.42617655,3.7435954,0.13033503,22.463226,14.120995,0.9967996,3.2880154,0.5797808,9.473423,6.3991528,724.46246
499,6.584595,0.57882303,0.3481926,3.3766248,0.12916566,9.686628,14.442265,0.99706095,3.3451478,0.5723932,10.770716,6.4244165,638.59357
500,6.6103415,0.3941714,0.4598795,2.9050024,0.06643717,21.15213,39.951538,0.99854404,3.280164,0.5023581,10.21573,5.7072883,1265.3054
501,8.235894,0.42347303,0.44378543,2.5287523,0.07331097,11.218687,66.178764,0.99854976,3.4245834,0.75662786,10.897251,5.353823,1278.9854
502,7.639961,0.6430985,0.17164572,1.5167757,0.13139684,24.41648,76.9446,0.9948722,3.44916,0.8144797,11.150289,4.84625,586.4567
503,6.594875,0.6692012,0.37338898,3.4726048,0.12553734,25.864553,16.933237,0.99590605,3.1626632,0.7087921,10.392158,4.8569803,938.7657
504,7.05523,0.6158374,0.43782806,1.3223398,0.049022388,25.667347,43.39775,0.99593467,3.2580142,0.78287065,11.164551,4.870662,994.1519
505,7.1310396,0.59253526,0.15205093,1.7942005,0.12761715,21.808695,46.41168,0.9955063,3.2344363,0.5182084,10.178289,5.30787,462.6318
506,6.830669,0.6641514,0.38101542,2.281443,0.12828767,24.886826,75.34206,0.9953691,3.3117197,0.73473716,11.4994955,5.046506,1106.3257
507,8.002857,0.61347216,0.39633003,1.4347746,0.08299019,25.935349,74.19406,0.99483025,3.1618016,0.71956027,11.49379,4.8375134,535.6694
508,7.139374,0.36756873,0.42004722,1.5298454,0.103037454,24.12674,29.699903,0.99593645,3.1845644,0.5782641,11.256883,5.8274555,1127.2076
509,6.90484,0.36393428,0.4520397,2.9624577,0.124474354,18.849552,14.224594,0.99501544,3.2146318,0.5057213,10.868775,6.200434,636.9882
510,8.0384245,0.55545604,0.36360326,1.3475479,0.054898784,10.803171,75.80257,0.99848413,3.452304,0.76852226,9.4720335,4.998504,1183.559
511,6.9308853,0.6993926,0.34924996,2.6933649,0.10068265,25.129597,63.431465,0.9965299,3.1628516,0.5436245,11.468817,4.9410315,1009.53906
512,6.642122,0.37051076,0.45964578,3.2392352,0.11568474,25.594381,20.471308,0.99518013,3.2774496,0.50141513,11.304695,6.42956,550.4985
513,7.3266735,0.67632365,0.35488683,2.6472778,0.123461634,25.404646,18.44622,0.99679667,3.180348,0.5163955,11.4863825,5.384342,992.50543
514,7.5819144,0.4846238,0.2171995,3.5007424,0.11652208,8.830426,76.75346,0.99676406,3.3952851,0.8104433,9.457893,4.8690367,1149.7933
515,8.13288,0.55864286,0.29743606,2.8251905,0.117481574,20.3414,72.02354,0.9967519,3.3653903,0.74497503,11.381389,4.959507,982.1892
516,6.717101,0.66424066,0.42953062,3.5609565,0.11654199,25.683422,57.804237,0.9984784,3.341433,0.7713955,10.527477,5.4178615,1023.7104
517,8.118796,0.66692626,0.12817353,1.7938514,0.12886229,6.1357946,62.97913,0.99714375,3.4552207,0.75565344,9.808525,5.0573797,380.31207
518,6.867971,0.5893448,0.3509417,2.8414922,0.0767665,23.502115,46.20478,0.99840426,3.2919676,0.743177,9.867005,4.8723063,1066.9326
519,9.570761,0.64618015,0.1241343,3.431762,0.072871685,25.436495,77.678024,0.99837375,3.4651942,0.82033205,10.163711,4.857232,425.19482
520,7.4866,0.62979805,0.09069507,1.5476205,0.12222043,16.099112,76.94834,0.99726754,3.4324563,0.81491786,9.937553,4.861866,875.9629
521,7.2944818,0.68242145,0.46012872,3.8192456,0.050627146,11.988495,19.290173,0.9985957,3.4666214,0.50331485,9.42476,6.392415,1279.5592
522,8.279054,0.6623496,0.10509926,1.494366,0.09470245,14.63475,75.05419,0.9982295,3.4074135,0.79718673,11.419388,4.983105,918.5624
523,6.6936827,0.5707119,0.1648426,2.9418256,0.13037086,8.0837145,24.12519,0.99809414,3.3880765,0.71185064,9.458451,6.272033,454.45438
524,9.60401,0.64978874,0.27189884,1.610405,0.054767594,19.625992,75.769005,0.99543995,3.3058236,0.79018456,11.224125,4.861957,770.7376
525,6.5908337,0.59943634,0.45478156,1.8250713,0.12113744,25.326586,18.60873,0.995165,3.19017,0.69327533,11.448161,4.860286,973.0395
526,8.218827,0.58234125,0.4189222,2.313377,0.0918569,12.897899,18.782448,0.99543893,3.18831,0.5369445,10.204496,5.8689203,1225.8357
527,7.051512,0.35296682,0.45905113,3.5351796,0.1287094,5.787179,14.346636,0.99850136,3.465517,0.50047874,9.49024,6.4453087,1255.5247
528,6.760303,0.38840094,0.3807962,1.2934542,0.13052788,20.62794,17.806492,0.99480945,3.2544656,0.503457,11.098264,5.211956,882.6786
529,8.768501,0.48679015,0.40872574,1.3271759,0.12783627,23.924763,51.041546,0.99477047,3.1622303,0.50940937,10.660338,4.855888,366.88196
530,6.704091,0.38937747,0.28375655,3.787242,0.10626124,5.908293,15.278105,0.99822396,3.3168416,0.5251469,9.370379,6.35154,1208.0773
531,9.866679,0.67407095,0.4516739,1.4606822,0.082442515,13.782197,28.808624,0.99484915,3.2780755,0.5195182,11.453845,5.1346,608.74634
532,9.3861885,0.65620106,0.15278377,1.2244811,0.12332315,14.593213,63.021687,0.99482065,3.193427,0.78264743,11.367427,4.8849907,363.1153
533,8.123918,0.5022038,0.3775516,1.4033544,0.10433624,8.854199,72.177986,0.9975379,3.4401977,0.4975618,10.054741,4.8863816,1042.7343
534,9.59619,0.49693918,0.32720348,1.2219137,0.12971406,15.976715,44.837383,0.9947895,3.1643705,0.6556491,11.192469,4.891929,504.44205
535,7.3760695,0.38461918,0.09381127,3.8143604,0.122243,25.870527,32.377815,0.99858934,3.4668243,0.814076,9.385783,6.032715,1266.5527
536,6.583681,0.36631632,0.44667897,2.6241517,0.11886466,23.41797,15.41494,0.9982292,3.2449875,0.5751417,9.772651,6.218738,1110.7415
537,7.5505624,0.54268736,0.12083857,1.4759564,0.13222736,25.356833,53.910255,0.9959017,3.2047715,0.7886638,11.427911,4.8630514,648.54016
538,7.0869875,0.47063753,0.450363,3.411508,0.080465525,22.220716,16.185877,0.9981873,3.4222932,0.60617673,9.577823,5.0564466,1277.8688
539,6.797866,0.37804618,0.44263077,3.813395,0.13102365,19.398197,15.390326,0.9982162,3.3234792,0.4958513,9.993288,5.8005133,815.87573
540,7.2722874,0.35355458,0.43480065,1.2403809,0.1286615,22.076504,15.749109,0.99481785,3.437371,0.56035817,11.309178,5.0988097,1040.9808
541,8.385561,0.41412455,0.0966281,1.2845693,0.12748061,24.497046,73.7803,0.997843,3.4594681,0.8212566,9.378012,4.8617086,1032.6609
542,6.83618,0.4012728,0.4438218,1.6209264,0.06798469,5.9715004,15.319815,0.998361,3.4451678,0.52670854,10.012932,5.5385256,1259.3004
543,9.561129,0.36177072,0.44122308,2.5520725,0.1276942,23.179688,14.199013,0.99499303,3.3500252,0.5513266,11.507605,5.3884816,1138.4308
544,9.57697,0.43952236,0.4221732,1.7134956,0.08412853,8.633933,35.84676,0.9959354,3.4592137,0.6973094,10.895543,4.888873,640.5078
545,8.88649,0.5059904,0.27907324,2.478653,0.04723988,25.3509,71.5781,0.9972921,3.2628293,0.73196733,11.153367,4.8594675,869.8966
546,8.430349,0.39504594,0.42859086,3.3559926,0.1330605,25.832125,41.92805,0.9980388,3.4216425,0.74369586,11.34377,5.5489907,516.0835
547,6.5908875,0.38494763,0.45914936,1.7588848,0.1287928,6.5256796,13.975876,0.99505204,3.2028887,0.49119467,10.161784,6.3474298,665.3205
548,9.910233,0.6852464,0.43213826,1.2171162,0.12001798,15.269094,72.87443,0.9948995,3.1769104,0.60058594,11.49908,4.8655014,622.9561
549,7.043088,0.3790804,0.4184324,1.229719,0.09841788,6.0161095,27.6647,0.9948046,3.2428713,0.5039099,11.258472,5.103954,1166.8713
550,7.303729,0.56268233,0.1779858,2.7721977,0.10125069,19.30774,34.520294,0.99617034,3.3961859,0.7940936,9.607136,5.2019043,714.69464
551,6.847924,0.48912045,0.4311534,2.8296306,0.06219848,12.792098,15.483454,0.9985107,3.4381893,0.55682874,11.33577,5.030698,1268.1581
552,7.8579383,0.3638583,0.35694942,3.4653974,0.12600121,12.097018,14.564184,0.9949205,3.3570924,0.5112101,9.687009,6.392862,653.507
553,7.7121477,0.35531032,0.24209793,1.8455769,0.11670875,12.736238,32.009766,0.99560153,3.460371,0.5402477,9.538622,5.90113,1036.4127
554,6.741013,0.60083616,0.4539568,3.4221601,0.10266087,25.757532,27.967663,0.99493,3.1737962,0.6820523,11.006012,4.8463087,436.17145
555,7.1126866,0.6626583,0.2338243,1.4372271,0.073339775,25.630064,75.30138,0.9948572,3.162237,0.74114364,11.489107,4.8556466,480.42786
556,8.389028,0.3964621,0.27180973,3.596754,0.0807959,21.452677,39.647156,0.9985383,3.4510748,0.60683,9.419216,5.2345963,1185.2708
557,9.87349,0.5516526,0.07153408,1.3197703,0.071522996,8.165919,75.446205,0.9985933,3.465681,0.820913,9.365249,5.5829825,447.48593
558,6.8190784,0.43087062,0.40547097,2.1752145,0.12056013,22.807373,55.479786,0.9967823,3.1916933,0.5866319,11.490148,4.961689,627.4452
559,9.300297,0.5417734,0.33986658,3.0158372,0.081847325,17.84202,60.036613,0.9969589,3.2358303,0.58669233,11.228821,5.347678,1278.4102
560,6.934492,0.36526492,0.44583148,3.5724525,0.100554176,23.073198,14.062721,0.99858636,3.1918883,0.50809455,9.653675,6.452423,651.5104
561,7.2717485,0.6016098,0.44760123,3.7115624,0.11875857,24.597357,29.214117,0.9979438,3.4403927,0.5248195,11.163021,5.313462,913.561
562,9.861192,0.63032144,0.089032635,1.2397401,0.1083977,22.849558,77.5295,0.9949219,3.2717118,0.74073696,11.466589,4.92611,411.63803
563,9.948873,0.70560384,0.43736547,1.4977094,0.061403424,9.08717,77.64651,0.9980924,3.466524,0.82083577,11.164273,4.8599954,968.7266
564,7.1178627,0.36591074,0.45810628,3.7903686,0.120974064,11.119671,20.026253,0.99847394,3.45558,0.54954696,9.605073,6.249681,1216.8256
565,9.777138,0.7093381,0.08005138,3.0869942,0.06335746,24.627296,77.70802,0.9976848,3.4662645,0.82086736,10.654466,4.842244,647.93463
566,9.086645,0.703658,0.2009969,2.6164367,0.074526094,18.891161,36.762737,0.9984022,3.4567318,0.5541368,11.483144,5.03741,1271.2467
567,6.9782863,0.49179482,0.43344438,3.1956227,0.08416216,23.434261,61.01981,0.9974733,3.3652618,0.7043074,11.4006,4.9299192,666.8678
568,8.214065,0.5184908,0.38011253,2.6926632,0.11069197,24.849815,63.995632,0.996274,3.4507017,0.703334,11.352992,5.081996,813.3343
569,8.954068,0.63262916,0.43648288,1.2246356,0.073901795,6.0533075,74.08555,0.99506444,3.3059862,0.7926698,11.178413,4.8734465,1233.0437
570,6.9242415,0.3589653,0.42867798,3.3205776,0.088751,9.698818,30.499762,0.998429,3.465963,0.6793264,9.6101265,6.395186,1057.7051
571,6.6812286,0.37881842,0.44596753,1.7986687,0.12918612,25.739077,21.778181,0.9975109,3.211426,0.5546697,10.935039,5.029238,1040.7222
572,6.676398,0.57687944,0.45342675,3.5666587,0.056892067,19.988024,55.302315,0.998528,3.1721327,0.5030505,10.866591,5.112339,1274.7451
573,6.827753,0.5059595,0.41149288,2.7818155,0.12903199,22.477915,19.470821,0.99672943,3.4376287,0.6223757,10.973889,5.0474625,1208.4187
574,7.7603664,0.5115974,0.2074928,1.3772913,0.12422357,19.502407,71.423676,0.99708885,3.283904,0.5036707,11.329463,4.8588653,979.9904
575,8.533058,0.7066665,0.17069961,1.7494525,0.05652692,25.578869,54.36883,0.9981267,3.171293,0.75896776,11.471391,4.8739986,1153.0541
576,7.731855,0.6986918,0.30443957,2.0973573,0.08007202,12.635293,28.922668,0.9950721,3.1619337,0.7775289,11.450235,4.8713374,1198.1194
577,8.251716,0.3639167,0.44547883,1.6796807,0.11835677,7.970826,19.238634,0.99495906,3.3442285,0.49595845,11.0638075,6.407748,1119.4907
578,9.644202,0.44456658,0.4212895,3.5941014,0.116610125,23.680769,77.42947,0.99750215,3.2977,0.6703999,10.894913,4.926164,835.0076
579,6.644366,0.35494694,0.37662268,1.7253438,0.10564604,12.483079,19.060873,0.99591684,3.3323321,0.7520124,9.527775,5.0348754,1225.5297
580,6.8491583,0.69829017,0.14427443,3.116413,0.0456768,12.900688,72.57819,0.99835,3.4173517,0.78364605,9.854591,4.9450235,1256.548
581,9.845186,0.5721131,0.31898478,2.4475753,0.087017775,22.233795,22.517096,0.9977331,3.1817307,0.78384733,11.500947,4.8676186,1255.5159
582,8.455985,0.3631594,0.44669566,1.2172465,0.08484561,5.76276,76.37126,0.9948004,3.3315678,0.56496793,9.447797,4.841434,455.59436
583,6.573187,0.36250535,0.45249525,3.7644377,0.12850799,8.996568,14.657698,0.99856466,3.4538362,0.5768072,9.587258,6.40463,1162.7087
584,7.1275234,0.4218825,0.46053636,3.808975,0.045962423,24.435385,18.951626,0.99817944,3.4518433,0.5272014,9.641206,6.3295074,677.8998
585,9.868268,0.6808151,0.115348026,1.2143798,0.06515698,23.573051,71.79631,0.9948012,3.1744466,0.80477047,11.414419,4.8620315,826.1973
